flight_no,departure_airport,arrival_airport,scheduled_departure,scheduled_arrival,aircraft
PG0661,Шереметьево,Ноябрьск,2016-10-06 09:05:00+00:00,2016-10-06 12:15:00+00:00,Bombardier CRJ-200
PG0661,Шереметьево,Ноябрьск,2016-11-07 09:05:00+00:00,2016-11-07 12:15:00+00:00,Bombardier CRJ-200
PG0661,Шереметьево,Ноябрьск,2016-11-03 09:05:00+00:00,2016-11-03 12:15:00+00:00,Bombardier CRJ-200
PG0661,Шереметьево,Ноябрьск,2016-10-10 09:05:00+00:00,2016-10-10 12:15:00+00:00,Bombardier CRJ-200
PG0661,Шереметьево,Ноябрьск,2016-11-10 09:05:00+00:00,2016-11-10 12:15:00+00:00,Bombardier CRJ-200
PG0661,Шереметьево,Ноябрьск,2016-10-24 09:05:00+00:00,2016-10-24 12:15:00+00:00,Bombardier CRJ-200
PG0299,Шереметьево,Элиста,2016-11-04 09:00:00+00:00,2016-11-04 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-25 09:00:00+00:00,2016-10-25 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-09-22 09:00:00+00:00,2016-09-22 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-28 09:00:00+00:00,2016-10-28 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-02 09:00:00+00:00,2016-10-02 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-01 09:00:00+00:00,2016-10-01 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-09-21 09:00:00+00:00,2016-09-21 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-13 09:00:00+00:00,2016-10-13 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-15 09:00:00+00:00,2016-10-15 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-11 09:00:00+00:00,2016-10-11 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-30 09:00:00+00:00,2016-10-30 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-09-27 09:00:00+00:00,2016-09-27 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-14 09:00:00+00:00,2016-10-14 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-18 09:00:00+00:00,2016-10-18 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-09-19 09:00:00+00:00,2016-09-19 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-11-03 09:00:00+00:00,2016-11-03 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-11-02 09:00:00+00:00,2016-11-02 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-09-30 09:00:00+00:00,2016-09-30 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-11-07 09:00:00+00:00,2016-11-07 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-12 09:00:00+00:00,2016-10-12 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-09-16 09:00:00+00:00,2016-09-16 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-09 09:00:00+00:00,2016-10-09 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-09-17 09:00:00+00:00,2016-09-17 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-24 09:00:00+00:00,2016-10-24 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-06 09:00:00+00:00,2016-10-06 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-09-14 09:00:00+00:00,2016-09-14 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-04 09:00:00+00:00,2016-10-04 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-20 09:00:00+00:00,2016-10-20 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-31 09:00:00+00:00,2016-10-31 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-09-25 09:00:00+00:00,2016-09-25 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-11-09 09:00:00+00:00,2016-11-09 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-05 09:00:00+00:00,2016-10-05 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-09-26 09:00:00+00:00,2016-09-26 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-10 09:00:00+00:00,2016-10-10 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-11-12 09:00:00+00:00,2016-11-12 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-09-13 09:00:00+00:00,2016-09-13 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-16 09:00:00+00:00,2016-10-16 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-11-01 09:00:00+00:00,2016-11-01 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-23 09:00:00+00:00,2016-10-23 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-09-29 09:00:00+00:00,2016-09-29 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-21 09:00:00+00:00,2016-10-21 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-11-11 09:00:00+00:00,2016-11-11 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-29 09:00:00+00:00,2016-10-29 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-09-23 09:00:00+00:00,2016-09-23 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-26 09:00:00+00:00,2016-10-26 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-22 09:00:00+00:00,2016-10-22 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-07 09:00:00+00:00,2016-10-07 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-08 09:00:00+00:00,2016-10-08 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-09-15 09:00:00+00:00,2016-09-15 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-27 09:00:00+00:00,2016-10-27 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-19 09:00:00+00:00,2016-10-19 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-09-28 09:00:00+00:00,2016-09-28 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-17 09:00:00+00:00,2016-10-17 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-09-20 09:00:00+00:00,2016-09-20 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-11-08 09:00:00+00:00,2016-11-08 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-09-18 09:00:00+00:00,2016-09-18 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-09-24 09:00:00+00:00,2016-09-24 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-11-10 09:00:00+00:00,2016-11-10 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-11-06 09:00:00+00:00,2016-11-06 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-10-03 09:00:00+00:00,2016-10-03 12:50:00+00:00,Cessna 208 Caravan
PG0299,Шереметьево,Элиста,2016-11-05 09:00:00+00:00,2016-11-05 12:50:00+00:00,Cessna 208 Caravan
PG0120,Шереметьево,Мирный,2016-10-03 05:00:00+00:00,2016-10-03 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-09-28 05:00:00+00:00,2016-09-28 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-11-12 05:00:00+00:00,2016-11-12 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-08 05:00:00+00:00,2016-10-08 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-27 05:00:00+00:00,2016-10-27 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-25 05:00:00+00:00,2016-10-25 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-02 05:00:00+00:00,2016-10-02 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-17 05:00:00+00:00,2016-10-17 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-11-09 05:00:00+00:00,2016-11-09 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-24 05:00:00+00:00,2016-10-24 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-06 05:00:00+00:00,2016-10-06 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-04 05:00:00+00:00,2016-10-04 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-23 05:00:00+00:00,2016-10-23 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-09-22 05:00:00+00:00,2016-09-22 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-28 05:00:00+00:00,2016-10-28 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-16 05:00:00+00:00,2016-10-16 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-01 05:00:00+00:00,2016-10-01 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-22 05:00:00+00:00,2016-10-22 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-11 05:00:00+00:00,2016-10-11 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-11-08 05:00:00+00:00,2016-11-08 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-09-30 05:00:00+00:00,2016-09-30 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-09 05:00:00+00:00,2016-10-09 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-09-16 05:00:00+00:00,2016-09-16 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-11-05 05:00:00+00:00,2016-11-05 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-11-11 05:00:00+00:00,2016-11-11 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-05 05:00:00+00:00,2016-10-05 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-09-21 05:00:00+00:00,2016-09-21 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-09-14 05:00:00+00:00,2016-09-14 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-11-07 05:00:00+00:00,2016-11-07 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-12 05:00:00+00:00,2016-10-12 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-31 05:00:00+00:00,2016-10-31 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-09-17 05:00:00+00:00,2016-09-17 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-13 05:00:00+00:00,2016-10-13 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-10 05:00:00+00:00,2016-10-10 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-11-10 05:00:00+00:00,2016-11-10 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-09-20 05:00:00+00:00,2016-09-20 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-09-25 05:00:00+00:00,2016-09-25 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-09-26 05:00:00+00:00,2016-09-26 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-30 05:00:00+00:00,2016-10-30 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-09-29 05:00:00+00:00,2016-09-29 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-09-23 05:00:00+00:00,2016-09-23 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-19 05:00:00+00:00,2016-10-19 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-21 05:00:00+00:00,2016-10-21 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-11-04 05:00:00+00:00,2016-11-04 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-11-06 05:00:00+00:00,2016-11-06 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-20 05:00:00+00:00,2016-10-20 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-09-19 05:00:00+00:00,2016-09-19 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-15 05:00:00+00:00,2016-10-15 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-11-02 05:00:00+00:00,2016-11-02 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-09-13 05:00:00+00:00,2016-09-13 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-11-01 05:00:00+00:00,2016-11-01 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-29 05:00:00+00:00,2016-10-29 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-11-03 05:00:00+00:00,2016-11-03 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-07 05:00:00+00:00,2016-10-07 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-09-27 05:00:00+00:00,2016-09-27 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-14 05:00:00+00:00,2016-10-14 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-09-24 05:00:00+00:00,2016-09-24 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-18 05:00:00+00:00,2016-10-18 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-09-15 05:00:00+00:00,2016-09-15 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-09-18 05:00:00+00:00,2016-09-18 10:45:00+00:00,Boeing 737-300
PG0120,Шереметьево,Мирный,2016-10-26 05:00:00+00:00,2016-10-26 10:45:00+00:00,Boeing 737-300
PG0179,Шереметьево,Стригино,2016-10-01 12:20:00+00:00,2016-10-01 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-11-10 10:45:00+00:00,2016-11-10 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-11-10 12:20:00+00:00,2016-11-10 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-09-22 10:45:00+00:00,2016-09-22 11:15:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-23 10:45:00+00:00,2016-10-23 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-09-21 12:20:00+00:00,2016-09-21 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-09-21 10:45:00+00:00,2016-09-21 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-09-22 12:20:00+00:00,2016-09-22 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-04 10:45:00+00:00,2016-10-04 11:15:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-09-16 10:45:00+00:00,2016-09-16 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-09-16 12:20:00+00:00,2016-09-16 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-09-28 10:45:00+00:00,2016-09-28 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-09-28 12:20:00+00:00,2016-09-28 12:50:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-11 12:20:00+00:00,2016-10-11 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-11-05 10:45:00+00:00,2016-11-05 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-28 12:20:00+00:00,2016-10-28 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-28 10:45:00+00:00,2016-10-28 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-11-05 12:20:00+00:00,2016-11-05 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-09-13 10:45:00+00:00,2016-09-13 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-09-13 12:20:00+00:00,2016-09-13 12:50:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-04 12:20:00+00:00,2016-10-04 12:50:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-21 12:20:00+00:00,2016-10-21 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-21 10:45:00+00:00,2016-10-21 11:15:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-06 10:45:00+00:00,2016-10-06 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-06 12:20:00+00:00,2016-10-06 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-09-17 10:45:00+00:00,2016-09-17 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-09-17 12:20:00+00:00,2016-09-17 12:50:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-11-06 12:20:00+00:00,2016-11-06 12:50:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-29 12:20:00+00:00,2016-10-29 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-29 10:45:00+00:00,2016-10-29 11:15:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-26 10:45:00+00:00,2016-10-26 11:15:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-11 10:45:00+00:00,2016-10-11 11:15:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-09-29 10:45:00+00:00,2016-09-29 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-10 12:20:00+00:00,2016-10-10 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-10 10:45:00+00:00,2016-10-10 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-20 12:20:00+00:00,2016-10-20 12:50:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-26 12:20:00+00:00,2016-10-26 12:50:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-09-23 12:20:00+00:00,2016-09-23 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-09-23 10:45:00+00:00,2016-09-23 11:15:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-20 10:45:00+00:00,2016-10-20 11:15:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-11-02 10:45:00+00:00,2016-11-02 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-16 12:20:00+00:00,2016-10-16 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-16 10:45:00+00:00,2016-10-16 11:15:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-30 10:45:00+00:00,2016-10-30 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-30 12:20:00+00:00,2016-10-30 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-11-11 10:45:00+00:00,2016-11-11 11:15:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-09-18 10:45:00+00:00,2016-09-18 11:15:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-11-01 10:45:00+00:00,2016-11-01 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-11-02 12:20:00+00:00,2016-11-02 12:50:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-11-04 12:20:00+00:00,2016-11-04 12:50:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-09-18 12:20:00+00:00,2016-09-18 12:50:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-09-26 12:20:00+00:00,2016-09-26 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-11-04 10:45:00+00:00,2016-11-04 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-11-01 12:20:00+00:00,2016-11-01 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-15 10:45:00+00:00,2016-10-15 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-11-11 12:20:00+00:00,2016-11-11 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-09-30 10:45:00+00:00,2016-09-30 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-09-30 12:20:00+00:00,2016-09-30 12:50:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-15 12:20:00+00:00,2016-10-15 12:50:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-14 12:20:00+00:00,2016-10-14 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-14 10:45:00+00:00,2016-10-14 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-05 12:20:00+00:00,2016-10-05 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-09-26 10:45:00+00:00,2016-09-26 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-09-25 12:20:00+00:00,2016-09-25 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-09-25 10:45:00+00:00,2016-09-25 11:15:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-09-24 10:45:00+00:00,2016-09-24 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-09-24 12:20:00+00:00,2016-09-24 12:50:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-24 12:20:00+00:00,2016-10-24 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-12 10:45:00+00:00,2016-10-12 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-12 12:20:00+00:00,2016-10-12 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-24 10:45:00+00:00,2016-10-24 11:15:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-05 10:45:00+00:00,2016-10-05 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-25 12:20:00+00:00,2016-10-25 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-25 10:45:00+00:00,2016-10-25 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-02 12:20:00+00:00,2016-10-02 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-02 10:45:00+00:00,2016-10-02 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-13 12:20:00+00:00,2016-10-13 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-13 10:45:00+00:00,2016-10-13 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-11-08 12:20:00+00:00,2016-11-08 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-09-14 10:45:00+00:00,2016-09-14 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-09-14 12:20:00+00:00,2016-09-14 12:50:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-09 12:20:00+00:00,2016-10-09 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-17 10:45:00+00:00,2016-10-17 11:15:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-09 10:45:00+00:00,2016-10-09 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-17 12:20:00+00:00,2016-10-17 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-09-20 10:45:00+00:00,2016-09-20 11:15:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-03 10:45:00+00:00,2016-10-03 11:15:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-11-08 10:45:00+00:00,2016-11-08 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-11-07 12:20:00+00:00,2016-11-07 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-11-07 10:45:00+00:00,2016-11-07 11:15:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-18 10:45:00+00:00,2016-10-18 11:15:00+00:00,Sukhoi SuperJet-100
PG0179,Шереметьево,Стригино,2016-10-18 12:20:00+00:00,2016-10-18 12:50:00+00:00,Sukhoi SuperJet-100
PG0178,Шереметьево,Стригино,2016-10-07 10:45:00+00:00,2016-10-07 11:15:00+00:00,Sukhoi SuperJet-100
